t,imu_roll,imu_pitch,pid_roll,pid_pitch
1780015951.1018,0.001546,-0.003072,-0.001676,0.000577
1780015951.1173,0.002427,-0.003172,-0.001889,0.000642
1780015951.1333,0.003296,-0.003297,-0.002004,0.000704
1780015951.1488,0.004152,-0.003449,-0.002198,0.000783
1780015951.1644,0.004989,-0.003627,-0.002337,0.000863
1780015951.1804,0.005817,-0.003843,-0.002448,0.000958
1780015951.1959,0.006625,-0.004082,-0.002622,0.001056
1780015951.2109,0.007408,-0.004347,-0.002783,0.001166
1780015951.2264,0.008165,-0.004638,-0.002855,0.001254
1780015951.2420,0.008891,-0.004958,-0.002947,0.001363
1780015951.2579,0.009587,-0.005316,-0.003020,0.001488
1780015951.2735,0.010251,-0.005720,-0.003128,0.001656
1780015951.2890,0.010884,-0.006179,-0.003215,0.001842
1780015951.3043,0.011485,-0.006691,-0.003298,0.002041
1780015951.3203,0.012053,-0.007250,-0.003324,0.002194
1780015951.3359,0.012589,-0.007851,-0.003411,0.002413
1780015951.3509,0.013092,-0.008489,-0.003491,0.002637
1780015951.3669,0.013524,-0.008951,-0.003420,0.002393
1780015951.3829,0.013890,-0.009309,-0.003397,0.002305
1780015951.3989,0.014051,-0.009542,-0.003114,0.002162
1780015951.4150,0.013999,-0.009632,-0.002777,0.001958
1780015951.4305,0.013735,-0.009565,-0.002386,0.001703
1780015951.4460,0.013350,-0.009540,-0.002117,0.001767
1780015951.4612,0.012853,-0.009535,-0.001821,0.001801
1780015951.4767,0.012255,-0.009543,-0.001565,0.001829
1780015951.4923,0.011565,-0.009563,-0.001292,0.001855
1780015951.5078,0.010793,-0.009592,-0.001001,0.001881
1780015951.5237,0.009946,-0.009631,-0.000754,0.001906
1780015951.5398,0.009033,-0.009679,-0.000475,0.001934
1780015951.5551,0.008059,-0.009736,-0.000124,0.001966
1780015951.5702,0.007034,-0.009803,0.000194,0.002001
1780015951.5862,0.005963,-0.009879,0.000374,0.002028
1780015951.6023,0.004854,-0.009964,0.000655,0.002063
1780015951.6178,0.003714,-0.010056,0.000989,0.002103
1780015951.6332,0.002548,-0.010157,0.001273,0.002140
1780015951.6489,0.001361,-0.010265,0.001513,0.002174
1780015951.6639,0.000157,-0.010379,0.001864,0.002219
1780015951.6791,-0.001058,-0.010499,0.002102,0.002255
1780015951.6951,-0.002283,-0.010625,0.002261,0.002284
1780015951.7112,-0.003513,-0.010757,0.002518,0.002323
1780015951.7267,-0.004746,-0.010894,0.002834,0.002370
1780015951.7424,-0.005993,-0.011025,0.003073,0.002386
1780015951.7584,-0.007244,-0.011162,0.003315,0.002427
1780015951.7744,-0.008496,-0.011311,0.003559,0.002479
1780015951.7904,-0.009747,-0.011480,0.003811,0.002548
1780015951.8059,-0.010996,-0.011676,0.004126,0.002644
1780015951.8215,-0.012242,-0.011908,0.004361,0.002750
1780015951.8370,-0.013485,-0.012169,0.004625,0.002858
1780015951.8523,-0.014725,-0.012456,0.004910,0.002969
1780015951.8679,-0.015816,-0.012808,0.004847,0.003138
1780015951.8831,-0.016743,-0.013250,0.004815,0.003393
1780015951.8989,-0.017505,-0.013795,0.004652,0.003642
1780015951.9145,-0.018029,-0.014213,0.004407,0.003543
1780015951.9300,-0.018319,-0.014497,0.004092,0.003390
1780015951.9461,-0.018383,-0.014640,0.003746,0.003190
1780015951.9621,-0.018225,-0.014636,0.003379,0.002966
1780015951.9781,-0.017851,-0.014479,0.002969,0.002702
1780015951.9941,-0.017347,-0.014352,0.002674,0.002729
1780015952.0102,-0.016723,-0.014235,0.002375,0.002728
1780015952.0257,-0.015993,-0.014125,0.002025,0.002716
1780015952.0407,-0.015165,-0.014020,0.001666,0.002702
1780015952.0567,-0.014250,-0.013917,0.001437,0.002703
1780015952.0728,-0.013257,-0.013817,0.001123,0.002692
1780015952.0888,-0.012193,-0.013720,0.000804,0.002681
1780015952.1043,-0.011069,-0.013624,0.000432,0.002666
1780015952.1200,-0.009891,-0.013530,0.000143,0.002658
1780015952.1361,-0.008666,-0.013439,-0.000133,0.002651
1780015952.1521,-0.007403,-0.013349,-0.000450,0.002641
1780015952.1681,-0.006108,-0.013260,-0.000757,0.002630
1780015952.1834,-0.004786,-0.013172,-0.001165,0.002612
1780015952.1989,-0.003443,-0.013083,-0.001429,0.002600
1780015952.2149,-0.002071,-0.013005,-0.001679,0.002612
1780015952.2306,-0.000684,-0.012922,-0.002020,0.002589
1780015952.2461,0.000714,-0.012835,-0.002350,0.002569
1780015952.2613,0.002135,-0.012733,-0.002724,0.002526
1780015952.2768,0.003564,-0.012632,-0.002970,0.002516
1780015952.2919,0.004998,-0.012528,-0.003324,0.002490
1780015952.3080,0.006436,-0.012429,-0.003482,0.002494
1780015952.3230,0.007877,-0.012343,-0.003945,0.002491
1780015952.3390,0.009319,-0.012280,-0.004082,0.002527
1780015952.3545,0.010759,-0.012237,-0.004443,0.002555
1780015952.3700,0.012198,-0.012212,-0.004731,0.002581
1780015952.3851,0.013478,-0.012231,-0.004799,0.002664
1780015952.4011,0.014596,-0.012320,-0.004649,0.002793
1780015952.4166,0.015551,-0.012491,-0.004643,0.002968
1780015952.4326,0.016345,-0.012751,-0.004505,0.003155
1780015952.4481,0.016829,-0.013063,-0.004151,0.003321
1780015952.4637,0.017076,-0.013220,-0.003823,0.003106
1780015952.4788,0.017090,-0.013227,-0.003459,0.002872
1780015952.4938,0.016877,-0.013078,-0.003044,0.002588
1780015952.5089,0.016523,-0.012962,-0.002746,0.002624
1780015952.5239,0.016040,-0.012860,-0.002443,0.002633
1780015952.5389,0.015442,-0.012769,-0.002134,0.002637
1780015952.5550,0.014739,-0.012686,-0.001900,0.002647
1780015952.5704,0.013940,-0.012609,-0.001546,0.002642
1780015952.5859,0.013055,-0.012539,-0.001243,0.002643
1780015952.6009,0.012093,-0.012473,-0.000880,0.002640
1780015952.6162,0.011062,-0.012413,-0.000594,0.002643
1780015952.6319,0.009972,-0.012357,-0.000327,0.002646
1780015952.6479,0.008831,-0.012306,-0.000062,0.002650
1780015952.6634,0.007645,-0.012259,0.000311,0.002650
1780015952.6789,0.006423,-0.012217,0.000605,0.002653
1780015952.6944,0.005172,-0.012177,0.000893,0.002655
1780015952.7105,0.003897,-0.012140,0.001126,0.002658
1780015952.7260,0.002590,-0.012116,0.001505,0.002676
1780015952.7420,0.001264,-0.012088,0.001730,0.002672
1780015952.7568,-0.000073,-0.012059,0.002185,0.002664
1780015952.7720,-0.001419,-0.012028,0.002417,0.002662
1780015952.7875,-0.002782,-0.011985,0.002671,0.002638
1780015952.8025,-0.004153,-0.011943,0.003030,0.002633
1780015952.8180,-0.005523,-0.011905,0.003232,0.002640
1780015952.8332,-0.006893,-0.011880,0.003554,0.002659
1780015952.8487,-0.008260,-0.011875,0.003782,0.002697
1780015952.8648,-0.009625,-0.011900,0.003982,0.002752
1780015952.8802,-0.010986,-0.011949,0.004345,0.002809
1780015952.8957,-0.012342,-0.012018,0.004592,0.002858
1780015952.9113,-0.013549,-0.012145,0.004590,0.002979
1780015952.9268,-0.014596,-0.012351,0.004557,0.003156
1780015952.9423,-0.015480,-0.012651,0.004473,0.003369
1780015952.9580,-0.016048,-0.013016,0.004077,0.003548
1780015952.9740,-0.016376,-0.013235,0.003756,0.003356
1780015952.9900,-0.016470,-0.013311,0.003415,0.003155
1780015953.0055,-0.016336,-0.013241,0.003033,0.002913
1780015953.0216,-0.015979,-0.013020,0.002627,0.002643
1780015953.0371,-0.015491,-0.012839,0.002305,0.002665
1780015953.0529,-0.014883,-0.012679,0.002016,0.002676
1780015953.0689,-0.014169,-0.012534,0.001724,0.002680
1780015953.0841,-0.013357,-0.012402,0.001350,0.002667
1780015953.1001,-0.012459,-0.012281,0.001105,0.002675
1780015953.1154,-0.011483,-0.012168,0.000712,0.002662
1780015953.1309,-0.010437,-0.012065,0.000432,0.002664
1780015953.1464,-0.009332,-0.011969,0.000111,0.002661
1780015953.1621,-0.008174,-0.011880,-0.000180,0.002661
1780015953.1781,-0.006972,-0.011798,-0.000447,0.002664
1780015953.1941,-0.005733,-0.011723,-0.000751,0.002664
1780015953.2098,-0.004464,-0.011654,-0.001100,0.002661
1780015953.2253,-0.003171,-0.011590,-0.001411,0.002660
1780015953.2413,-0.001860,-0.011530,-0.001634,0.002662
1780015953.2573,-0.000523,-0.011484,-0.001943,0.002680
1780015953.2730,0.000827,-0.011437,-0.002277,0.002671
1780015953.2890,0.002186,-0.011389,-0.002518,0.002667
1780015953.3051,0.003549,-0.011341,-0.002790,0.002662
1780015953.3209,0.004913,-0.011292,-0.003112,0.002654
1780015953.3364,0.006290,-0.011230,-0.003445,0.002623
1780015953.3524,0.007668,-0.011177,-0.003654,0.002635
1780015953.3687,0.009045,-0.011141,-0.003889,0.002659
1780015953.3842,0.010421,-0.011129,-0.004293,0.002696
1780015953.3999,0.011792,-0.011143,-0.004527,0.002746
1780015953.4160,0.013159,-0.011178,-0.004742,0.002789
1780015953.4320,0.014370,-0.011262,-0.004758,0.002888
1780015953.4475,0.015419,-0.011419,-0.004774,0.003044
1780015953.4631,0.016305,-0.011659,-0.004684,0.003229
1780015953.4790,0.017028,-0.011991,-0.004553,0.003435
1780015953.4946,0.017442,-0.012378,-0.004174,0.003621
1780015953.5101,0.017621,-0.012603,-0.003839,0.003411
1780015953.5262,0.017571,-0.012674,-0.003469,0.003177
1780015953.5417,0.017296,-0.012585,-0.003057,0.002912
1780015953.5577,0.016884,-0.012527,-0.002781,0.002956
1780015953.5738,0.016346,-0.012480,-0.002484,0.002970
1780015953.5898,0.015695,-0.012441,-0.002183,0.002980
1780015953.6053,0.014942,-0.012408,-0.001839,0.002985
1780015953.6213,0.014095,-0.012380,-0.001569,0.002994
1780015953.6368,0.013164,-0.012356,-0.001209,0.002999
1780015953.6528,0.012158,-0.012336,-0.000943,0.003008
1780015953.6689,0.011086,-0.012320,-0.000633,0.003015
1780015953.6849,0.009956,-0.012307,-0.000317,0.003023
1780015953.7009,0.008776,-0.012298,-0.000007,0.003032
1780015953.7170,0.007553,-0.012292,0.000299,0.003042
1780015953.7321,0.006296,-0.012291,0.000713,0.003051
1780015953.7487,0.005011,-0.012292,0.000839,0.003061
1780015953.7637,0.003703,-0.012295,0.001332,0.003071
1780015953.7793,0.002377,-0.012300,0.001554,0.003079
1780015953.7948,0.001023,-0.012293,0.001874,0.003062
1780015953.8098,-0.000358,-0.012303,0.002267,0.003097
1780015953.8250,-0.001751,-0.012313,0.002539,0.003103
1780015953.8410,-0.003153,-0.012323,0.002718,0.003110
1780015953.8565,-0.004560,-0.012332,0.003081,0.003116
1780015953.8725,-0.005967,-0.012344,0.003292,0.003126
1780015953.8881,-0.007373,-0.012367,0.003646,0.003155
1780015953.9032,-0.008776,-0.012410,0.003982,0.003202
1780015953.9187,-0.010176,-0.012482,0.004205,0.003266
1780015953.9337,-0.011570,-0.012581,0.004552,0.003339
1780015953.9497,-0.012959,-0.012701,0.004682,0.003391
1780015953.9649,-0.014198,-0.012878,0.004805,0.003535
1780015953.9809,-0.015276,-0.013135,0.004672,0.003702
1780015953.9961,-0.016190,-0.013484,0.004683,0.003950
1780015954.0122,-0.016780,-0.013901,0.004223,0.004116
1780015954.0287,-0.017122,-0.014176,0.003895,0.003940
1780015954.0442,-0.017224,-0.014312,0.003570,0.003778
1780015954.0597,-0.017094,-0.014306,0.003178,0.003553
1780015954.0755,-0.016738,-0.014154,0.002758,0.003296
1780015954.0913,-0.016250,-0.014038,0.002459,0.003338
1780015954.1069,-0.015639,-0.013941,0.002134,0.003349
1780015954.1226,-0.014918,-0.013856,0.001825,0.003360
1780015954.1381,-0.014097,-0.013782,0.001493,0.003366
1780015954.1537,-0.013184,-0.013718,0.001183,0.003374
1780015954.1689,-0.012190,-0.013661,0.000806,0.003378
1780015954.1849,-0.011122,-0.013612,0.000569,0.003390
1780015954.2009,-0.009989,-0.013569,0.000245,0.003397
1780015954.2164,-0.008799,-0.013533,-0.000139,0.003403
1780015954.2320,-0.007560,-0.013503,-0.000456,0.003413
1780015954.2475,-0.006278,-0.013479,-0.000785,0.003424
1780015954.2630,-0.004946,-0.013476,-0.001130,0.003460
1780015954.2787,-0.003562,-0.013455,-0.001473,0.003434
1780015954.2947,-0.002146,-0.013440,-0.001752,0.003447
1780015954.3103,-0.000706,-0.013430,-0.002140,0.003456
1780015954.3258,0.000754,-0.013422,-0.002474,0.003464
1780015954.3418,0.002226,-0.013418,-0.002716,0.003474
1780015954.3573,0.003708,-0.013416,-0.003103,0.003483
1780015954.3733,0.005195,-0.013417,-0.003335,0.003492
1780015954.3888,0.006686,-0.013416,-0.003720,0.003496
1780015954.4048,0.008177,-0.013423,-0.003944,0.003513
1780015954.4209,0.009667,-0.013444,-0.004245,0.003546
1780015954.4361,0.011157,-0.013488,-0.004670,0.003599
1780015954.4511,0.012652,-0.013555,-0.005016,0.003656
1780015954.4661,0.014149,-0.013648,-0.005311,0.003724
1780015954.4822,0.015488,-0.013795,-0.005194,0.003832
1780015954.4977,0.016665,-0.014013,-0.005243,0.004005
1780015954.5124,0.017682,-0.014315,-0.005277,0.004231
1780015954.5279,0.018538,-0.014708,-0.005114,0.004436
1780015954.5440,0.019084,-0.015161,-0.004702,0.004606
1780015954.5590,0.019398,-0.015464,-0.004443,0.004470
1780015954.5750,0.019486,-0.015623,-0.004082,0.004251
1780015954.5902,0.019351,-0.015633,-0.003704,0.004029
1780015954.6056,0.018999,-0.015492,-0.003293,0.003761
1780015954.6212,0.018512,-0.015376,-0.002988,0.003787
1780015954.6367,0.017900,-0.015270,-0.002671,0.003785
1780015954.6517,0.017177,-0.015169,-0.002316,0.003775
1780015954.6677,0.016354,-0.015072,-0.002077,0.003778
1780015954.6831,0.015439,-0.014978,-0.001696,0.003763
1780015954.6991,0.014442,-0.014886,-0.001433,0.003760
1780015954.7152,0.013371,-0.014795,-0.001120,0.003751
1780015954.7312,0.012235,-0.014706,-0.000786,0.003741
1780015954.7467,0.011024,-0.014635,-0.000369,0.003757
1780015954.7628,0.009760,-0.014561,-0.000113,0.003747
1780015954.7789,0.008450,-0.014485,0.000232,0.003735
1780015954.7944,0.007103,-0.014409,0.000625,0.003720
1780015954.8101,0.005725,-0.014331,0.000908,0.003710
1780015954.8257,0.004324,-0.014251,0.001263,0.003694
1780015954.8407,0.002904,-0.014169,0.001652,0.003674
1780015954.8562,0.001454,-0.014071,0.001914,0.003639
1780015954.8722,-0.000011,-0.013975,0.002156,0.003634
1780015954.8877,-0.001486,-0.013878,0.002544,0.003614
1780015954.9037,-0.002968,-0.013780,0.002776,0.003603
1780015954.9193,-0.004464,-0.013686,0.003162,0.003592
1780015954.9348,-0.005964,-0.013596,0.003485,0.003584
1780015954.9498,-0.007469,-0.013518,0.003876,0.003590
1780015954.9659,-0.008978,-0.013462,0.004028,0.003626
1780015954.9816,-0.010486,-0.013428,0.004380,0.003657
1780015954.9971,-0.011995,-0.013409,0.004720,0.003684
1780015955.0128,-0.013354,-0.013439,0.004727,0.003771
1780015955.0288,-0.014555,-0.013539,0.004687,0.003906
1780015955.0443,-0.015596,-0.013721,0.004703,0.004085
1780015955.0599,-0.016475,-0.013992,0.004622,0.004287
1780015955.0759,-0.017033,-0.014320,0.004194,0.004434
1780015955.0919,-0.017342,-0.014500,0.003878,0.004245
1780015955.1074,-0.017411,-0.014534,0.003526,0.004033
1780015955.1231,-0.017248,-0.014418,0.003128,0.003773
1780015955.1391,-0.016941,-0.014332,0.002855,0.003813
1780015955.1546,-0.016501,-0.014258,0.002544,0.003819
1780015955.1706,-0.015941,-0.014192,0.002272,0.003828
1780015955.1861,-0.015270,-0.014132,0.001937,0.003828
1780015955.2021,-0.014498,-0.014076,0.001666,0.003833
1780015955.2177,-0.013635,-0.014025,0.001312,0.003831
1780015955.2327,-0.012690,-0.013977,0.000945,0.003830
1780015955.2487,-0.011671,-0.013932,0.000729,0.003837
1780015955.2642,-0.010588,-0.013890,0.000361,0.003836
1780015955.2802,-0.009449,-0.013851,0.000104,0.003840
1780015955.2957,-0.008261,-0.013815,-0.000267,0.003841
1780015955.3117,-0.007032,-0.013782,-0.000513,0.003847
1780015955.3278,-0.005753,-0.013765,-0.000835,0.003873
1780015955.3438,-0.004442,-0.013743,-0.001155,0.003868
1780015955.3598,-0.003104,-0.013720,-0.001463,0.003866
1780015955.3753,-0.001730,-0.013682,-0.001865,0.003839
1780015955.3914,-0.000336,-0.013648,-0.002103,0.003846
1780015955.4069,0.001118,-0.013692,-0.002562,0.003984
1780015955.4215,0.002650,-0.013825,-0.003144,0.004170
1780015955.4370,0.004266,-0.014047,-0.003456,0.004354
1780015955.4530,0.005964,-0.014367,-0.003844,0.004564
1780015955.4690,0.007745,-0.014792,-0.004332,0.004817
1780015955.4850,0.009605,-0.015324,-0.004838,0.005101
1780015955.5010,0.011541,-0.015965,-0.005342,0.005402
1780015955.5165,0.013552,-0.016711,-0.005969,0.005761
1780015955.5321,0.015637,-0.017557,-0.006500,0.006093
1780015955.5487,0.017638,-0.018534,-0.006577,0.006412
1780015955.5642,0.019394,-0.019607,-0.006747,0.006887
1780015955.5802,0.020922,-0.020771,-0.006616,0.007218
1780015955.5957,0.022226,-0.022023,-0.006602,0.007678
1780015955.6117,0.023390,-0.023176,-0.006559,0.007699
1780015955.6272,0.024421,-0.024245,-0.006619,0.007844
1780015955.6428,0.025325,-0.025227,-0.006598,0.007904
1780015955.6588,0.026108,-0.026123,-0.006538,0.007917
1780015955.6749,0.026773,-0.026930,-0.006495,0.007945
1780015955.6909,0.027325,-0.027643,-0.006441,0.007958
1780015955.7064,0.027765,-0.028260,-0.006390,0.007973
1780015955.7224,0.028097,-0.028777,-0.006275,0.007900
1780015955.7379,0.028322,-0.029189,-0.006176,0.007850
1780015955.7539,0.028440,-0.029488,-0.006032,0.007725
1780015955.7700,0.028450,-0.029666,-0.005877,0.007584
1780015955.7855,0.028352,-0.029715,-0.005695,0.007406
1780015955.8015,0.028145,-0.029624,-0.005499,0.007180
1780015955.8170,0.027826,-0.029386,-0.005256,0.006901
1780015955.8326,0.027394,-0.028990,-0.005003,0.006585
1780015955.8486,0.026829,-0.028441,-0.004709,0.006261
1780015955.8647,0.026207,-0.027860,-0.004512,0.006111
1780015955.8807,0.025498,-0.027163,-0.004238,0.005796
1780015955.8968,0.024701,-0.026334,-0.003957,0.005441
1780015955.9128,0.023792,-0.025354,-0.003605,0.005014
1780015955.9290,0.022785,-0.024235,-0.003279,0.004603
1780015955.9451,0.021705,-0.022981,-0.002944,0.004135
1780015955.9607,0.020566,-0.021594,-0.002582,0.003599
1780015955.9762,0.019377,-0.020078,-0.002258,0.003080
1780015955.9922,0.018146,-0.018438,-0.002013,0.002643
1780015956.0077,0.016876,-0.016679,-0.001641,0.002023
1780015956.0238,0.015544,-0.014787,-0.001350,0.001531
1780015956.0388,0.014323,-0.012840,-0.001156,0.000859
1780015956.0548,0.013204,-0.010847,-0.001227,0.000600
1780015956.0703,0.012181,-0.008811,-0.001123,0.000023
1780015956.0858,0.011252,-0.006735,-0.001092,-0.000455
1780015956.1012,0.010416,-0.004622,-0.001071,-0.000961
1780015956.1167,0.009675,-0.002474,-0.001087,-0.001421
1780015956.1328,0.008913,-0.000622,-0.000943,-0.001220
1780015956.1479,0.008102,0.000934,-0.000634,-0.001213
1780015956.1639,0.007227,0.002194,-0.000438,-0.000858
1780015956.1799,0.006405,0.003341,-0.000358,-0.000915
1780015956.1960,0.005632,0.004417,-0.000284,-0.001017
1780015956.2120,0.004905,0.005432,-0.000209,-0.001131
1780015956.2275,0.004224,0.006385,-0.000113,-0.001275
1780015956.2435,0.003591,0.007269,-0.000097,-0.001300
1780015956.2590,0.003007,0.008079,-0.000026,-0.001390
1780015956.2746,0.002472,0.008807,-0.000001,-0.001406
1780015956.2906,0.002002,0.009457,-0.000036,-0.001382
1780015956.3066,0.001589,0.010005,-0.000044,-0.001336
1780015956.3221,0.001235,0.010445,-0.000047,-0.001281
1780015956.3379,0.000873,0.010922,0.000028,-0.001428
1780015956.3539,0.000489,0.011426,0.000131,-0.001565
1780015956.3697,0.000059,0.011956,0.000297,-0.001726
1780015956.3853,-0.000403,0.012499,0.000455,-0.001877
1780015956.4013,-0.000923,0.013061,0.000625,-0.001997
1780015956.4168,-0.001520,0.013653,0.000896,-0.002199
1780015956.4323,-0.002208,0.014279,0.001180,-0.002383
