t,imu_roll,imu_pitch,pid_roll,pid_pitch
1780018821.1100,0.007032,-0.022848,-0.008509,0.005522
1780018821.1170,0.009004,-0.022741,-0.008949,0.005457
1780018821.1239,0.010990,-0.022621,-0.009382,0.005391
1780018821.1309,0.012874,-0.022504,-0.009418,0.005378
1780018821.1378,0.014656,-0.022411,-0.009405,0.005453
1780018821.1448,0.016344,-0.022354,-0.009403,0.005577
1780018821.1517,0.017936,-0.022355,-0.009385,0.005787
1780018821.1587,0.019320,-0.022409,-0.008916,0.005991
1780018821.1659,0.020488,-0.022506,-0.008236,0.006162
1780018821.1726,0.021436,-0.022643,-0.007896,0.006363
1780018821.1795,0.022163,-0.022817,-0.007129,0.006516
1780018821.1865,0.022665,-0.023026,-0.006419,0.006685
1780018821.1934,0.022939,-0.023269,-0.005667,0.006868
1780018821.2073,0.022980,-0.023545,-0.004769,0.006552
1780018821.2143,0.022783,-0.023856,-0.003951,0.007235
1780018821.2212,0.022341,-0.024199,-0.002987,0.007429
1780018821.2282,0.021709,-0.024425,-0.002181,0.007051
1780018821.2351,0.020891,-0.024531,-0.001349,0.006651
1780018821.2421,0.019893,-0.024518,-0.000509,0.006223
1780018821.2490,0.018717,-0.024382,0.000373,0.005758
1780018821.2562,0.017420,-0.024267,0.000916,0.005824
1780018821.2629,0.016023,-0.024165,0.001853,0.005835
1780018821.2699,0.014538,-0.024072,0.002296,0.005862
1780018821.2768,0.012979,-0.023984,0.002887,0.005868
1780018821.2838,0.011356,-0.023903,0.003429,0.005879
1780018821.2908,0.009680,-0.023830,0.003950,0.005899
1780018821.2977,0.007938,-0.023782,0.004546,0.005986
1780018821.3047,0.006153,-0.023737,0.005045,0.005989
1780018821.3116,0.004331,-0.023695,0.005522,0.005994
1780018821.3186,0.002478,-0.023656,0.006055,0.006002
1780018821.3258,0.000580,-0.023601,0.006345,0.005947
1780018821.3325,-0.001345,-0.023553,0.007288,0.005949
1780018821.3394,-0.003287,-0.023509,0.007513,0.005967
1780018821.3464,-0.005244,-0.023463,0.007956,0.005955
1780018821.3533,-0.007216,-0.023408,0.008402,0.005917
1780018821.3603,-0.009210,-0.023347,0.008890,0.005886
1780018821.3672,-0.011222,-0.023270,0.009348,0.005819
1780018821.3742,-0.013142,-0.023200,0.009393,0.005830
1780018821.3811,-0.014964,-0.023157,0.009419,0.005926
1780018821.3881,-0.016690,-0.023157,0.009416,0.006084
1780018821.3950,-0.018201,-0.023202,0.008959,0.006258
1780018821.4020,-0.019493,-0.023285,0.008426,0.006416
1780018821.4089,-0.020563,-0.023401,0.007851,0.006564
1780018821.4159,-0.021411,-0.023548,0.007216,0.006706
1780018821.4228,-0.022034,-0.023724,0.006542,0.006851
1780018821.4298,-0.022429,-0.023927,0.005804,0.006994
1780018821.4367,-0.022591,-0.024156,0.005001,0.007134
1780018821.4437,-0.022516,-0.024410,0.004138,0.007284
1780018821.4509,-0.022198,-0.024689,0.003240,0.007399
1780018821.4576,-0.021631,-0.024991,0.002131,0.007615
1780018821.4646,-0.020862,-0.025169,0.001330,0.007171
1780018821.4715,-0.019900,-0.025222,0.000433,0.006738
1780018821.4784,-0.018749,-0.025149,-0.000465,0.006273
1780018821.4854,-0.017471,-0.025095,-0.001168,0.006335
1780018821.4923,-0.016087,-0.025052,-0.001841,0.006372
1780018821.4993,-0.014611,-0.025014,-0.002467,0.006386
1780018821.5063,-0.013054,-0.024977,-0.003038,0.006389
1780018821.5132,-0.011425,-0.024941,-0.003645,0.006387
1780018821.5201,-0.009733,-0.024905,-0.004206,0.006386
1780018821.5271,-0.007985,-0.024871,-0.004748,0.006389
1780018821.5341,-0.006148,-0.024841,-0.005439,0.006402
1780018821.5410,-0.004257,-0.024817,-0.005994,0.006423
1780018821.5480,-0.002323,-0.024796,-0.006556,0.006433
1780018821.5549,-0.000355,-0.024778,-0.007069,0.006445
1780018821.5619,0.001640,-0.024763,-0.007563,0.006458
1780018821.5688,0.003656,-0.024750,-0.008052,0.006469
1780018821.5760,0.005690,-0.024739,-0.008259,0.006475
1780018821.5827,0.007738,-0.024721,-0.009245,0.006450
1780018821.5897,0.009802,-0.024693,-0.009446,0.006415
1780018821.5966,0.011896,-0.024642,-0.009980,0.006323
1780018821.6036,0.013895,-0.024596,-0.010026,0.006342
1780018821.6175,0.015793,-0.024578,-0.006648,0.006475
1780018821.6244,0.017594,-0.024600,-0.010074,0.006597
1780018821.6314,0.019193,-0.024665,-0.009670,0.006769
1780018821.6383,0.020580,-0.024768,-0.009187,0.006931
1780018821.6453,0.021752,-0.024906,-0.008643,0.007086
1780018821.6522,0.022707,-0.025076,-0.008081,0.007243
1780018821.6592,0.023444,-0.025277,-0.007435,0.007397
1780018821.6661,0.023959,-0.025507,-0.006749,0.007555
1780018821.6730,0.024248,-0.025765,-0.005997,0.007714
1780018821.6800,0.024308,-0.026052,-0.005186,0.007872
1780018821.6870,0.024133,-0.026365,-0.004310,0.008035
1780018821.6939,0.023717,-0.026704,-0.003364,0.008203
1780018821.7011,0.023113,-0.026920,-0.002631,0.007788
1780018821.7078,0.022328,-0.027014,-0.001681,0.007400
1780018821.7148,0.021365,-0.026983,-0.000937,0.006942
1780018821.7217,0.020226,-0.026825,-0.000081,0.006455
1780018821.7287,0.018914,-0.026533,0.000798,0.005923
1780018821.7358,0.017487,-0.026264,0.001353,0.005981
1780018821.7426,0.015964,-0.026010,0.002305,0.005937
1780018821.7495,0.014339,-0.025780,0.002839,0.006007
1780018821.7565,0.012640,-0.025550,0.003434,0.005966
1780018821.7634,0.010882,-0.025324,0.003992,0.005941
