t,imu_roll,imu_pitch,pid_roll,pid_pitch
1780013641.0474,0.006293,-0.025226,-0.010093,0.007016
1780013641.0533,0.008469,-0.025673,-0.010904,0.007230
1780013641.0592,0.010713,-0.026130,-0.011534,0.007347
1780013641.0646,0.013012,-0.026616,-0.013149,0.007764
1780013641.0699,0.015365,-0.027138,-0.014165,0.008108
1780013641.0763,0.017772,-0.027707,-0.012832,0.007953
1780013641.0822,0.020235,-0.028329,-0.014486,0.008527
1780013641.0881,0.022753,-0.029005,-0.015073,0.008857
1780013641.0940,0.025155,-0.029734,-0.015217,0.009275
1780013641.0995,0.027261,-0.030562,-0.015024,0.010116
1780013641.1059,0.029053,-0.031490,-0.012758,0.010150
1780013641.1123,0.030532,-0.032516,-0.011838,0.010741
1780013641.1173,0.031698,-0.033634,-0.012082,0.012511
1780013641.1232,0.032552,-0.034845,-0.010078,0.012317
1780013641.1290,0.033094,-0.036147,-0.008931,0.013106
1780013641.1348,0.033322,-0.037541,-0.007633,0.013825
1780013641.1405,0.033325,-0.038852,-0.006656,0.013747
1780013641.1464,0.033111,-0.040083,-0.005699,0.013509
1780013641.1528,0.032690,-0.041233,-0.004876,0.013023
1780013641.1582,0.032071,-0.042296,-0.003578,0.013593
1780013641.1641,0.031260,-0.043264,-0.002789,0.013072
1780013641.1695,0.030260,-0.044133,-0.001467,0.013098
1780013641.1754,0.029070,-0.044896,-0.000741,0.012533
1780013641.1808,0.027689,-0.045549,0.000780,0.012405
1780013641.1863,0.026114,-0.046085,0.002035,0.012000
1780013641.1922,0.024341,-0.046498,0.002570,0.011347
1780013641.1986,0.022361,-0.046780,0.003217,0.010777
1780013641.2045,0.020171,-0.046924,0.005280,0.010327
1780013641.2100,0.017765,-0.046922,0.007381,0.009714
1780013641.2164,0.015203,-0.046960,0.006959,0.009883
1780013641.2223,0.012502,-0.047033,0.008921,0.010064
1780013641.2282,0.009675,-0.047146,0.010014,0.010266
1780013641.2336,0.006713,-0.047314,0.012303,0.010601
1780013641.2386,0.003631,-0.047521,0.014646,0.010912
1780013641.2440,0.000432,-0.047771,0.014623,0.011080
1780013641.2494,-0.002885,-0.048061,0.015856,0.011333
1780013641.2553,-0.006323,-0.048389,0.015822,0.011460
1780013641.2608,-0.009880,-0.048759,0.018279,0.011846
1780013641.2662,-0.013554,-0.049178,0.019636,0.012174
1780013641.2712,-0.017179,-0.049630,0.021389,0.012576
1780013641.2771,-0.020735,-0.050135,0.019205,0.012582
1780013641.2825,-0.024049,-0.050725,0.020067,0.013289
1780013641.2884,-0.027146,-0.051398,0.018539,0.013563
1780013641.2938,-0.030043,-0.052141,0.019380,0.014298
1780013641.2993,-0.032757,-0.052945,0.019068,0.014745
1780013641.3057,-0.035296,-0.053804,0.016937,0.014555
1780013641.3126,-0.037664,-0.054710,0.016098,0.014681
1780013641.3185,-0.039863,-0.055658,0.017301,0.015619
1780013641.3239,-0.041889,-0.056640,0.017744,0.016341
1780013641.3293,-0.043738,-0.057651,0.017299,0.016681
1780013641.3352,-0.045405,-0.058685,0.016184,0.016621
1780013641.3411,-0.046884,-0.059737,0.015686,0.016914
1780013641.3466,-0.048167,-0.060802,0.015564,0.017560
1780013641.3524,-0.049245,-0.061874,0.014493,0.017469
1780013641.3584,-0.050107,-0.062952,0.013693,0.017646
1780013641.3643,-0.050739,-0.064034,0.012900,0.017941
1780013641.3702,-0.051131,-0.065118,0.011957,0.018169
1780013641.3771,-0.051267,-0.066204,0.010826,0.017714
1780013641.3838,-0.051136,-0.067291,0.009823,0.018112
1780013641.3892,-0.050789,-0.068186,0.008671,0.018303
1780013641.3951,-0.050235,-0.068882,0.007793,0.017328
1780013641.4010,-0.049479,-0.069366,0.006812,0.016520
1780013641.4065,-0.048521,-0.069625,0.005471,0.015716
1780013641.4124,-0.047357,-0.069650,0.004635,0.014658
1780013641.4183,-0.045982,-0.069431,0.003535,0.013594
1780013641.4242,-0.044387,-0.068960,0.002209,0.012426
1780013641.4301,-0.042565,-0.068231,0.000929,0.011206
1780013641.4365,-0.040508,-0.067238,0.000207,0.010227
1780013641.4424,-0.038210,-0.065974,-0.001997,0.008479
1780013641.4478,-0.035664,-0.064433,-0.004430,0.006470
1780013641.4536,-0.032868,-0.062606,-0.005191,0.005417
1780013641.4591,-0.030082,-0.060714,-0.006572,0.004183
1780013641.4650,-0.027308,-0.058778,-0.006205,0.004200
1780013641.4704,-0.024540,-0.056823,-0.007611,0.003111
1780013641.4763,-0.021778,-0.054868,-0.007192,0.003394
1780013641.4817,-0.019012,-0.052917,-0.008757,0.002328
1780013641.4872,-0.016238,-0.050977,-0.009214,0.002089
1780013641.4931,-0.013456,-0.049055,-0.008925,0.002401
1780013641.4985,-0.010671,-0.047161,-0.010464,0.001489
1780013641.5044,-0.007986,-0.045223,-0.009659,0.001542
1780013641.5099,-0.005394,-0.043211,-0.010518,0.000252
1780013641.5163,-0.002897,-0.041103,-0.009004,0.000742
1780013641.5222,-0.000497,-0.038893,-0.009886,-0.000812
1780013641.5281,0.001803,-0.036579,-0.009928,-0.001722
1780013641.5335,0.003997,-0.034161,-0.010727,-0.003535
1780013641.5399,0.006078,-0.031640,-0.009139,-0.002707
1780013641.5463,0.008041,-0.029018,-0.009098,-0.003656
1780013641.5522,0.009877,-0.026297,-0.009581,-0.005487
1780013641.5581,0.011618,-0.023593,-0.009531,-0.005960
1780013641.5635,0.013267,-0.020911,-0.010082,-0.007394
1780013641.5694,0.014832,-0.018258,-0.009427,-0.006795
1780013641.5748,0.016318,-0.015646,-0.009948,-0.008124
1780013641.5802,0.017725,-0.013079,-0.009863,-0.008416
1780013641.5861,0.019025,-0.010548,-0.009121,-0.007767
1780013641.5916,0.020227,-0.008075,-0.009418,-0.008966
1780013641.5975,0.021340,-0.005669,-0.008812,-0.008235
1780013641.6029,0.022365,-0.003339,-0.009032,-0.009253
1780013641.6083,0.023299,-0.001091,-0.008790,-0.009301
1780013641.6142,0.024137,0.001071,-0.008228,-0.008568
1780013641.6201,0.024877,0.003139,-0.007964,-0.008591
1780013641.6255,0.025489,0.005127,-0.007769,-0.009387
1780013641.6314,0.026077,0.007252,-0.007562,-0.009645
1780013641.6374,0.026673,0.009517,-0.007697,-0.010606
1780013641.6433,0.027295,0.011929,-0.007964,-0.011822
1780013641.6492,0.027957,0.014491,-0.008265,-0.012954
1780013641.6546,0.028661,0.017194,-0.008853,-0.015118
1780013641.6605,0.029410,0.020032,-0.008932,-0.015249
1780013641.6664,0.030205,0.022997,-0.009263,-0.016271
1780013641.6723,0.031050,0.026091,-0.009698,-0.017613
1780013641.6782,0.032047,0.029237,-0.010505,-0.018332
1780013641.6846,0.033071,0.032014,-0.010513,-0.016479
1780013641.6900,0.034097,0.034385,-0.011424,-0.016975
1780013641.6965,0.035106,0.036330,-0.010847,-0.014051
1780013641.7023,0.036083,0.037834,-0.011286,-0.013198
1780013641.7083,0.037016,0.038883,-0.011223,-0.011404
1780013641.7142,0.037896,0.039467,-0.011254,-0.009623
1780013641.7201,0.038714,0.039572,-0.011106,-0.007603
1780013641.7260,0.039464,0.039187,-0.011009,-0.005454
1780013641.7324,0.040100,0.038412,-0.010447,-0.003912
1780013641.7383,0.040607,0.037240,-0.010215,-0.001736
1780013641.7441,0.040961,0.035662,-0.009651,0.000333
1780013641.7496,0.041341,0.033864,-0.009973,0.002228
1780013641.7554,0.041735,0.031908,-0.009988,0.002683
1780013641.7609,0.042156,0.029797,-0.010339,0.004473
1780013641.7663,0.042616,0.027571,-0.010619,0.005487
1780013641.7732,0.043069,0.025213,-0.010241,0.004236
1780013641.7786,0.043505,0.022728,-0.010683,0.007544
1780013641.7845,0.043914,0.020113,-0.010520,0.007840
1780013641.7899,0.044291,0.017371,-0.010583,0.009778
1780013641.7963,0.044630,0.014498,-0.010258,0.009038
1780013641.8022,0.044952,0.011476,-0.010368,0.011214
1780013641.8087,0.045237,0.008321,-0.010168,0.011222
1780013641.8146,0.045478,0.005033,-0.010149,0.013707
1780013641.8200,0.045670,0.001606,-0.010047,0.016095
1780013641.8264,0.045810,-0.001963,-0.009752,0.015054
1780013641.8323,0.045912,-0.005662,-0.009659,0.017512
1780013641.8382,0.045960,-0.009510,-0.009452,0.018931
1780013641.8436,0.045955,-0.013505,-0.009226,0.021843
1780013641.8490,0.045892,-0.017655,-0.008952,0.023480
1780013641.8549,0.045773,-0.021969,-0.008722,0.023402
1780013641.8603,0.045713,-0.026072,-0.008947,0.024764
1780013641.8662,0.045737,-0.029960,-0.009335,0.023187
1780013641.8717,0.045861,-0.033623,-0.009835,0.024323
1780013641.8771,0.045930,-0.037095,-0.009601,0.024191
1780013641.8829,0.045948,-0.040360,-0.009370,0.022667
1780013641.8884,0.045930,-0.043399,-0.009213,0.023435
1780013641.8943,0.045890,-0.046192,-0.009127,0.021839
1780013641.9001,0.045841,-0.048723,-0.009085,0.021232
1780013641.9056,0.045794,-0.050979,-0.009074,0.021315
1780013641.9120,0.045760,-0.052946,-0.009156,0.019010
1780013641.9174,0.045748,-0.054609,-0.009240,0.019375
1780013641.9234,0.045570,-0.056147,-0.008522,0.018441
1780013641.9293,0.045230,-0.057612,-0.007762,0.018520
1780013641.9347,0.044730,-0.059018,-0.006798,0.019098
1780013641.9401,0.044038,-0.060378,-0.005783,0.019155
1780013641.9465,0.043178,-0.061661,-0.005466,0.018144
1780013641.9524,0.042148,-0.062865,-0.004218,0.018529
1780013641.9583,0.040946,-0.063977,-0.003305,0.018322
1780013641.9637,0.039566,-0.064992,-0.001731,0.018530
1780013641.9692,0.038004,-0.065900,-0.000600,0.018217
1780013641.9751,0.036256,-0.066694,-0.000035,0.017566
1780013641.9809,0.034314,-0.067363,0.001165,0.017182
1780013641.9864,0.032171,-0.067901,0.003194,0.016930
1780013641.9923,0.029821,-0.068298,0.003836,0.016244
1780013641.9982,0.027255,-0.068548,0.005074,0.015653
1780013642.0041,0.024449,-0.068653,0.006852,0.015089
1780013642.0101,0.021408,-0.068590,0.008208,0.014376
1780013642.0155,0.018121,-0.068354,0.011335,0.013507
1780013642.0214,0.014658,-0.068155,0.011439,0.013734
1780013642.0273,0.011036,-0.068000,0.012783,0.013895
1780013642.0332,0.007261,-0.067892,0.014422,0.014077
1780013642.0391,0.003334,-0.067834,0.015753,0.014290
1780013642.0450,-0.000743,-0.067836,0.017306,0.014554
1780013642.0504,-0.004801,-0.067862,0.019457,0.014685
1780013642.0563,-0.008830,-0.067928,0.018636,0.014863
1780013642.0626,-0.012665,-0.068026,0.017335,0.014999
1780013642.0681,-0.016344,-0.068147,0.019882,0.015201
1780013642.0740,-0.019889,-0.068276,0.018879,0.015233
1780013642.0794,-0.023319,-0.068401,0.020150,0.015291
1780013642.0853,-0.026640,-0.068511,0.019291,0.015223
1780013642.0907,-0.029859,-0.068599,0.020450,0.015177
1780013642.0962,-0.032975,-0.068655,0.020766,0.015056
1780013642.1021,-0.035983,-0.068675,0.019732,0.014895
1780013642.1075,-0.038875,-0.068655,0.020809,0.014728
1780013642.1134,-0.041643,-0.068594,0.019876,0.014556
1780013642.1189,-0.044278,-0.068490,0.020753,0.014325
1780013642.1247,-0.046767,-0.068341,0.019784,0.014147
1780013642.1302,-0.049102,-0.068145,0.020352,0.013855
1780013642.1361,-0.051269,-0.067900,0.019289,0.013678
1780013642.1415,-0.053260,-0.067606,0.019670,0.013308
1780013642.1474,-0.055060,-0.067260,0.018498,0.013137
1780013642.1528,-0.056658,-0.066861,0.018556,0.012695
1780013642.1582,-0.058042,-0.066407,0.017854,0.012358
1780013642.1641,-0.059197,-0.065896,0.016611,0.012196
1780013642.1705,-0.060111,-0.065328,0.015463,0.012045
1780013642.1774,-0.060771,-0.064700,0.014447,0.011859
1780013642.1828,-0.061163,-0.064011,0.013942,0.010831
1780013642.1882,-0.061272,-0.063259,0.012664,0.010402
1780013642.1941,-0.061161,-0.062224,0.011679,0.009279
1780013642.2000,-0.060842,-0.060889,0.010740,0.007758
1780013642.2055,-0.060316,-0.059242,0.009583,0.005528
1780013642.2119,-0.059581,-0.057269,0.009004,0.005053
1780013642.2173,-0.058629,-0.054961,0.007284,0.001602
1780013642.2232,-0.057455,-0.052311,0.006468,0.000481
1780013642.2291,-0.056054,-0.049307,0.005240,-0.001592
1780013642.2345,-0.054586,-0.045967,0.004117,-0.004942
1780013642.2404,-0.053112,-0.042529,0.004347,-0.004791
1780013642.2464,-0.051633,-0.039013,0.004097,-0.005698
1780013642.2522,-0.050162,-0.035447,0.003763,-0.006803
1780013642.2581,-0.048699,-0.031843,0.003568,-0.007540
1780013642.2635,-0.047241,-0.028210,0.002668,-0.009972
1780013642.2687,-0.045789,-0.024555,0.002119,-0.011542
1780013642.2745,-0.044347,-0.020887,0.002777,-0.010060
1780013642.2804,-0.042777,-0.017477,0.001924,-0.009655
1780013642.2874,-0.041052,-0.014349,0.002028,-0.007094
1780013642.2932,-0.039184,-0.011506,-0.000087,-0.008499
1780013642.2992,-0.037144,-0.008983,-0.001127,-0.007524
1780013642.3046,-0.034919,-0.006799,-0.003247,-0.007408
1780013642.3100,-0.032683,-0.004742,-0.003614,-0.007115
1780013642.3165,-0.030430,-0.002747,-0.002591,-0.005866
1780013642.3233,-0.028160,-0.000794,-0.002596,-0.005650
1780013642.3293,-0.025873,0.001116,-0.004384,-0.006943
1780013642.3356,-0.023573,0.002983,-0.004216,-0.006578
1780013642.3420,-0.021273,0.004809,-0.004658,-0.006777
1780013642.3475,-0.018971,0.006575,-0.006702,-0.008103
1780013642.3533,-0.016670,0.008276,-0.006397,-0.007589
1780013642.3592,-0.014372,0.009906,-0.006786,-0.007572
1780013642.3651,-0.012081,0.011456,-0.007270,-0.007587
1780013642.3705,-0.009801,0.012921,-0.008456,-0.008010
1780013642.3764,-0.007534,0.014292,-0.008033,-0.007368
1780013642.3828,-0.005286,0.015561,-0.007667,-0.006776
1780013642.3882,-0.003060,0.016721,-0.009481,-0.007337
1780013642.3941,-0.000876,0.017777,-0.009056,-0.006755
1780013642.3996,0.001272,0.018705,-0.010019,-0.006691
1780013642.4054,0.003380,0.019499,-0.009543,-0.005972
1780013642.4109,0.005442,0.020151,-0.010414,-0.005708
1780013642.4163,0.007551,0.020879,-0.011168,-0.006240
1780013642.4222,0.009733,0.021676,-0.011107,-0.006421
1780013642.4286,0.012014,0.022551,-0.011203,-0.006627
1780013642.4345,0.014402,0.023498,-0.012973,-0.007448
1780013642.4400,0.016895,0.024511,-0.014733,-0.008261
1780013642.4463,0.019494,0.025581,-0.013995,-0.008026
1780013642.4522,0.022203,0.026706,-0.015848,-0.008836
1780013642.4581,0.024880,0.028153,-0.016263,-0.010494
1780013642.4635,0.027382,0.029547,-0.016951,-0.011076
1780013642.4700,0.029692,0.030877,-0.014874,-0.010094
1780013642.4764,0.031761,0.032164,-0.014387,-0.010208
1780013642.4822,0.033558,0.033417,-0.014283,-0.010747
1780013642.4873,0.035241,0.034412,-0.015407,-0.010604
1780013642.4927,0.036789,0.035070,-0.014462,-0.008807
1780013642.4981,0.038187,0.035359,-0.014057,-0.007167
1780013642.5040,0.039421,0.035263,-0.013092,-0.005412
1780013642.5094,0.040482,0.034771,-0.012930,-0.003469
1780013642.5153,0.041370,0.033863,-0.012016,-0.001699
1780013642.5217,0.042068,0.032545,-0.011114,-0.000166
1780013642.5272,0.042567,0.030807,-0.010805,0.003062
1780013642.5331,0.043068,0.028839,-0.010737,0.003794
1780013642.5385,0.043621,0.026717,-0.011284,0.005664
1780013642.5444,0.044160,0.024445,-0.011130,0.005957
1780013642.5503,0.044679,0.022035,-0.011155,0.007021
1780013642.5562,0.045170,0.019487,-0.011120,0.008012
1780013642.5621,0.045626,0.016803,-0.011100,0.009279
1780013642.5680,0.046059,0.013968,-0.011074,0.010351
1780013642.5734,0.046453,0.010998,-0.011156,0.012711
1780013642.5793,0.046805,0.007891,-0.010905,0.012791
1780013642.5847,0.047111,0.004644,-0.010890,0.015257
1780013642.5903,0.047366,0.001256,-0.010671,0.016014
1780013642.5963,0.047586,-0.002263,-0.010518,0.016511
1780013642.6021,0.047755,-0.005931,-0.010348,0.018009
1780013642.6071,0.047870,-0.009748,-0.010234,0.022190
1780013642.6130,0.047931,-0.013717,-0.009936,0.020857
1780013642.6185,0.047939,-0.017838,-0.009721,0.023624
1780013642.6243,0.047890,-0.022116,-0.009473,0.023878
1780013642.6303,0.047787,-0.026561,-0.009233,0.025212
1780013642.6357,0.047744,-0.030790,-0.009468,0.026906
1780013642.6421,0.047797,-0.034792,-0.009891,0.023812
1780013642.6475,0.047954,-0.038574,-0.010444,0.026301
1780013642.6534,0.048058,-0.042175,-0.010196,0.025028
1780013642.6593,0.048116,-0.045584,-0.010014,0.024802
1780013642.6651,0.048144,-0.048781,-0.009900,0.024639
1780013642.6706,0.048157,-0.051749,-0.009851,0.025246
1780013642.6764,0.048169,-0.054471,-0.009851,0.023717
1780013642.6828,0.048192,-0.056934,-0.009902,0.022287
1780013642.6883,0.048237,-0.059122,-0.010037,0.023131
1780013642.6941,0.048315,-0.061021,-0.010182,0.021588
1780013642.6996,0.048429,-0.062613,-0.010404,0.021114
1780013642.7055,0.048372,-0.064080,-0.009634,0.020343
1780013642.7110,0.048085,-0.065487,-0.008518,0.020818
1780013642.7164,0.047629,-0.066828,-0.007632,0.020879
1780013642.7223,0.047001,-0.068105,-0.006958,0.020361
1780013642.7287,0.046201,-0.069308,-0.006355,0.019885
1780013642.7345,0.045226,-0.070431,-0.005125,0.020219
1780013642.7400,0.044073,-0.071463,-0.003764,0.020384
1780013642.7464,0.042737,-0.072394,-0.003564,0.019496
1780013642.7533,0.041212,-0.073217,-0.002955,0.019015
1780013642.7597,0.039494,-0.073922,-0.001463,0.018924
1780013642.7661,0.037576,-0.074499,-0.000278,0.018564
1780013642.7720,0.035435,-0.074954,0.001725,0.018336
1780013642.7774,0.033078,-0.075261,0.003989,0.017895
1780013642.7833,0.030499,-0.075413,0.004572,0.017168
1780013642.7891,0.027690,-0.075402,0.006102,0.016483
1780013642.7946,0.024642,-0.075222,0.008859,0.015669
1780013642.8000,0.021347,-0.074863,0.010649,0.014784
1780013642.8054,0.017795,-0.074318,0.012475,0.013838
1780013642.8113,0.014060,-0.073818,0.012633,0.014146
1780013642.8172,0.010145,-0.073377,0.014265,0.014305
1780013642.8227,0.006068,-0.072997,0.017295,0.014356
1780013642.8281,0.002003,-0.072641,0.018069,0.014406
1780013642.8340,-0.002044,-0.072320,0.017286,0.014632
1780013642.8394,-0.006076,-0.072050,0.019525,0.014703
1780013642.8453,-0.009933,-0.071794,0.018065,0.014824
1780013642.8512,-0.013654,-0.071535,0.018220,0.014768
1780013642.8571,-0.017266,-0.071255,0.018359,0.014647
1780013642.8630,-0.020785,-0.070943,0.018811,0.014447
1780013642.8684,-0.024219,-0.070596,0.020400,0.014107
1780013642.8743,-0.027565,-0.070207,0.019425,0.013994
1780013642.8802,-0.030819,-0.069775,0.019693,0.013735
1780013642.8861,-0.033972,-0.069300,0.019799,0.013482
1780013642.8920,-0.037017,-0.068780,0.020120,0.013174
1780013642.8975,-0.039945,-0.068215,0.021144,0.012697
1780013642.9033,-0.042745,-0.067604,0.020246,0.012563
1780013642.9083,-0.045408,-0.066944,0.022060,0.011774
1780013642.9147,-0.047921,-0.066235,0.019181,0.012141
1780013642.9202,-0.050275,-0.065474,0.020613,0.011287
1780013642.9271,-0.052458,-0.064659,0.018167,0.011674
1780013642.9330,-0.054459,-0.063789,0.019204,0.010748
1780013642.9384,-0.056264,-0.062861,0.019299,0.010034
1780013642.9443,-0.057861,-0.061871,0.018185,0.009869
1780013642.9502,-0.059238,-0.060817,0.017435,0.009468
1780013642.9561,-0.060382,-0.059697,0.016746,0.008921
1780013642.9630,-0.061278,-0.058507,0.015356,0.009103
1780013642.9684,-0.061914,-0.057245,0.015154,0.007379
1780013642.9742,-0.062275,-0.055908,0.013841,0.007237
1780013642.9797,-0.062348,-0.054492,0.012653,0.006164
1780013642.9861,-0.062198,-0.052757,0.011718,0.005533
